name,value,description
all_xs_median,9.30072667542845,the median value of numbers range
all_xs_mean,4.276278682984412,Ex. The average value of numbers in range. mean = sum / n
all_xs_average_deviation,26.24715137690306,average difference between the observed value and mean of values
all_xs_standatd_deviation,30.52789720627573,the amount of dispersion
all_xs_variance,931.9525078369373,Ex2. measures how far a set of numbers are spread out
all_xs_skew,-0.27415524402136165,Ex3. measure of the lopsidedness of the distribution
all_xs_kurtosis,-1.157287515093481,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
all_ys_median,1.0905129136517644,the median value of numbers range
all_ys_mean,-1.763839821331203,Ex. The average value of numbers in range. mean = sum / n
all_ys_average_deviation,26.526799913942813,average difference between the observed value and mean of values
all_ys_standatd_deviation,30.156508125496767,the amount of dispersion
all_ys_variance,909.4149823231525,Ex2. measures how far a set of numbers are spread out
all_ys_skew,0.10013840958307159,Ex3. measure of the lopsidedness of the distribution
all_ys_kurtosis,-1.3381948306647302,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_xs_median,3.362338081933558,the median value of numbers range
src_xs_mean,-0.9288513055071235,Ex. The average value of numbers in range. mean = sum / n
src_xs_average_deviation,27.125554245710372,average difference between the observed value and mean of values
src_xs_standatd_deviation,31.129395011963307,the amount of dispersion
src_xs_variance,969.039233810846,Ex2. measures how far a set of numbers are spread out
src_xs_skew,-0.08318668731456345,Ex3. measure of the lopsidedness of the distribution
src_xs_kurtosis,-1.325883318075864,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_ys_median,-10.082464176230133,the median value of numbers range
src_ys_mean,-5.194049674086273,Ex. The average value of numbers in range. mean = sum / n
src_ys_average_deviation,28.091673799157142,average difference between the observed value and mean of values
src_ys_standatd_deviation,31.45087693977912,the amount of dispersion
src_ys_variance,989.1576602811301,Ex2. measures how far a set of numbers are spread out
src_ys_skew,0.25778516630085174,Ex3. measure of the lopsidedness of the distribution
src_ys_kurtosis,-1.4567306794775232,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_xs_median,3.362338081933558,the median value of numbers range
dst_xs_mean,-0.9288513055071235,Ex. The average value of numbers in range. mean = sum / n
dst_xs_average_deviation,27.125554245710372,average difference between the observed value and mean of values
dst_xs_standatd_deviation,31.129395011963307,the amount of dispersion
dst_xs_variance,969.039233810846,Ex2. measures how far a set of numbers are spread out
dst_xs_skew,-0.08318668731456345,Ex3. measure of the lopsidedness of the distribution
dst_xs_kurtosis,-1.325883318075864,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_ys_median,2.446404960937798,the median value of numbers range
dst_ys_mean,1.6663700314238667,Ex. The average value of numbers in range. mean = sum / n
dst_ys_average_deviation,24.318746243715285,average difference between the observed value and mean of values
dst_ys_standatd_deviation,28.70921203676437,the amount of dispersion
dst_ys_variance,824.2188557718962,Ex2. measures how far a set of numbers are spread out
dst_ys_skew,-0.03650217650589696,Ex3. measure of the lopsidedness of the distribution
dst_ys_kurtosis,-1.1821840683250677,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
edges_median,54.701476826115396,the median value of numbers range
edges_mean,53.35792046010537,Ex. The average value of numbers in range. mean = sum / n
edges_average_deviation,21.852413608373002,average difference between the observed value and mean of values
edges_standatd_deviation,26.073924484140395,the amount of dispersion
edges_variance,679.849538004656,Ex2. measures how far a set of numbers are spread out
edges_skew,0.4121668636430768,Ex3. measure of the lopsidedness of the distribution
edges_kurtosis,-0.564177973855013,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_length,2567.2895180901655,length of path through dst points only
src_length,2797.6699827064076,length of path through src points only
dst_length,2567.2895180901655,length of path through dst points only
relative_src_length,0.5165010585000802,length of path through src points relative to he whole path
relative_dst_length,0.4739686102243479,length of path through dst points relative to he whole path
n,50.0,amount of pairs in dataset
