id1,x1,y1,id2,x2,y2,direction
850,-17.599823488853872,-27.225243183784187,850,37.0031843194738,-40.12618388514966,>
851,-11.75459788646549,44.681798038072884,851,16.056277067400515,21.10024143476039,>
852,15.735434577800333,-23.65113857667893,852,-15.890095173381269,-30.396755295805633,>
853,27.956974343396723,37.58566987235099,853,-49.057337432168424,-41.64094727020711,>
854,-24.674176587723196,4.5740165980532765,854,-45.322128175757825,17.419087630696595,>
855,33.8681353488937,32.52401512581855,855,12.564830691553652,-10.933783161453903,>
856,-31.49833471979946,-46.66965070646256,856,-3.239936172030866,-12.028996902517974,>
857,21.317019895650446,-1.7714767483994365,857,35.108572454191744,-13.652045535854995,>
858,24.858907447196543,45.45111146289855,858,36.92508435342461,24.11177430767566,>
859,40.407387749291956,-7.11599129717797,859,43.77530387137085,44.033611309714615,>
860,21.25912217888981,-44.27731994073838,860,5.257161916233599,-48.1026905355975,>
861,1.008623675443232,-10.871589067392051,861,-20.217934041284025,1.655658078379929,>
862,6.8295067409053445,35.88455703575164,862,-39.643849967978895,5.586641770787537,>
863,-2.2442625602707267,-0.9472056059166789,863,25.361524731852114,-30.550309526734054,>
864,27.962883398868144,39.629369345493615,864,14.337527216412127,-47.35807057004422,>
865,35.04936380777508,-0.7986514596268535,865,28.76197120640427,-46.645570802502334,>
866,-46.68230058159679,47.60286894161254,866,-42.167603014968336,18.728455645032227,>
867,-47.94423745479435,-44.428612175397575,867,29.24732139799744,-19.98828004579991,>
868,-1.1819729348644614,-7.596067222766578,868,-15.012512146495283,12.714628619141877,>
869,47.70681841764599,48.61335169989616,869,-17.902883677743375,21.766533446498215,>
870,-47.346436395309865,-16.415437194518745,870,18.465153337456286,-48.32801844459027,>
871,5.700041190721095,-1.7691953806206584,871,-16.393478005193174,21.666965377517045,>
872,0.2796313026919961,32.64988597948104,872,34.44337195251137,-14.124827343039215,>
873,19.498565630055964,-11.21956396382302,873,-3.913670568726957,18.464236450381577,>
874,49.41717742476612,-21.94184574764222,874,-12.38425278570503,23.801985126920044,>
875,17.3311515012756,-5.927939596585929,875,-27.137045352719724,-28.387307631783187,>
876,-44.947225763462484,10.220744577236474,876,36.191507638432086,-42.86667283158749,>
877,-12.807816429995,2.368617174215615,877,-16.721561341546476,-13.730196165852249,>
878,44.438619003631175,-3.4978410927578807,878,-33.10449325945228,-14.246768015436828,>
879,1.841671601869166,41.38617080170661,879,37.69044748041779,38.29616655129939,>
880,42.0925339916721,6.220024195499718,880,19.968223036266863,42.74885777849704,>
881,43.8052503624931,3.2939107390120625,881,12.472272128798068,-0.7444987772032619,>
882,-5.202033533714712,35.64509239513427,882,14.165760041214526,19.410487753339112,>
883,30.374179617501795,-30.285848560743034,883,-24.987171380780637,-38.585346448235214,>
884,-3.3960113069042563,33.001240459270775,884,-28.240153728984296,-9.768469887785614,>
885,38.60534413252026,36.72233235556632,885,8.716657967306674,-37.25640575867146,>
886,13.825297937728465,23.465470341034234,886,43.5378352412954,37.908518058247864,>
887,30.321253673173487,39.84701794106513,887,38.003926188685,11.915418994612992,>
888,10.042216465808451,34.167908993549645,888,33.80270546767861,-21.658890205435455,>
889,-22.88995699491352,-20.930102351121604,889,-46.68957570102066,13.30634851474315,>
890,-28.899308457039297,19.19180836994201,890,25.37306046579033,-14.36791147571057,>
891,-14.674528106115758,43.82578593213111,891,36.0875683138147,-8.00427149515599,>
892,30.11229543481022,-15.426454576663673,892,4.583128751255572,17.087362450547516,>
893,21.086925105191767,38.00262224394828,893,-16.197600751183927,18.766029668040574,>
894,-7.545774593017995,13.302622106857598,894,-13.717236160300672,38.21596477646381,>
895,35.27941240463406,4.941471037454903,895,34.93758311960846,35.10284770745784,>
896,-39.230696274898946,-9.678334626369178,896,38.8374442467466,47.7300537051633,>
897,-11.446431442163885,-47.56347823422402,897,-6.008589058183134,-21.80509667377919,>
898,-40.03402234520763,27.526427176781,898,9.128273488022387,2.5449124397709966,>
899,-23.674346669577062,-22.264911117963493,899,-43.52220126893371,5.9340422274544835,>
