id1,x1,y1,id2,x2,y2,direction
2400,-5.105035702205854,1046.9563945831078,29,-24.9376745048692,1035.4892755444353,>
2401,-33.625286476119996,1031.6824526265555,29,-24.9376745048692,1035.4892755444353,>
2402,-14.73394737228849,1045.9603892891412,29,-24.9376745048692,1035.4892755444353,>
2403,-5.428881544913402,1048.1902132832508,29,-24.9376745048692,1035.4892755444353,>
2404,-5.579835071918392,1047.6074083627145,29,-24.9376745048692,1035.4892755444353,>
2405,-5.427973973702365,1048.4262332170651,29,-24.9376745048692,1035.4892755444353,>
2406,-12.99179461953279,1046.0837837056251,29,-24.9376745048692,1035.4892755444353,>
2407,16.530746383924136,1046.4150987225994,29,-24.9376745048692,1035.4892755444353,>
2408,16.530746383924136,1046.4150987225994,29,-24.9376745048692,1035.4892755444353,>
2409,-15.749275211343672,1053.2293214805688,29,-24.9376745048692,1035.4892755444353,>
2410,-6.276151630294049,1058.9221797008986,29,-24.9376745048692,1035.4892755444353,>
2411,-8.355379821487414,1053.1841980837655,29,-24.9376745048692,1035.4892755444353,>
2412,-4.930206071033582,1033.747708910441,29,-24.9376745048692,1035.4892755444353,>
2413,-32.44399527849267,1040.4353369051223,29,-24.9376745048692,1035.4892755444353,>
2414,-7.128029384899961,1047.3262310412615,29,-24.9376745048692,1035.4892755444353,>
2415,-13.472493202117068,1044.9338187947812,29,-24.9376745048692,1035.4892755444353,>
2416,-11.236708977019815,1051.5980631364062,29,-24.9376745048692,1035.4892755444353,>
2417,-6.9283986250568494,1033.2633345340478,29,-24.9376745048692,1035.4892755444353,>
2418,-25.586090501923874,1036.8187420685754,29,-24.9376745048692,1035.4892755444353,>
2419,-18.531958357553354,1032.2995483862587,29,-24.9376745048692,1035.4892755444353,>
2420,-10.877694749884578,1033.8265392040703,29,-24.9376745048692,1035.4892755444353,>
2421,-15.765890745822654,1053.2457099745948,29,-24.9376745048692,1035.4892755444353,>
2422,-9.072378531499202,1032.8336349437784,29,-24.9376745048692,1035.4892755444353,>
2423,-33.72766749004197,1031.7855528111927,29,-24.9376745048692,1035.4892755444353,>
2424,-21.742177357331563,1057.238532497704,29,-24.9376745048692,1035.4892755444353,>
2425,-10.449897096928249,1047.7041934578888,29,-24.9376745048692,1035.4892755444353,>
2426,-16.17246519507474,1050.2803758763955,29,-24.9376745048692,1035.4892755444353,>
2427,-8.926451552739959,1051.22497275893,29,-24.9376745048692,1035.4892755444353,>
2428,-15.8455650261762,1053.1684277203256,29,-24.9376745048692,1035.4892755444353,>
2429,-13.123183005622922,1045.8629546028217,29,-24.9376745048692,1035.4892755444353,>
2430,-27.199560128930028,1031.3035418785175,29,-24.9376745048692,1035.4892755444353,>
2431,-6.594464779272775,1033.0204973139978,29,-24.9376745048692,1035.4892755444353,>
2432,-4.624406932791656,1053.9846454669703,29,-24.9376745048692,1035.4892755444353,>
2433,-28.975921335024818,1031.3283154308156,29,-24.9376745048692,1035.4892755444353,>
2434,-14.480717551116632,1049.8010902646304,29,-24.9376745048692,1035.4892755444353,>
2435,-9.931377229453254,1047.3060076504148,29,-24.9376745048692,1035.4892755444353,>
2436,-5.019200409592773,1052.6844115631166,29,-24.9376745048692,1035.4892755444353,>
2437,-20.71841957798925,1034.373785229074,29,-24.9376745048692,1035.4892755444353,>
2438,-32.654708879085945,1030.6472158479648,29,-24.9376745048692,1035.4892755444353,>
2439,-5.332277570815515,1050.7844045387112,29,-24.9376745048692,1035.4892755444353,>
2440,-32.34147463823052,1030.480519073269,29,-24.9376745048692,1035.4892755444353,>
2441,-34.0307439146508,1030.4634260120033,29,-24.9376745048692,1035.4892755444353,>
2442,-34.64132990016849,1031.2960105921284,29,-24.9376745048692,1035.4892755444353,>
2443,-32.42863638107512,1030.4177169689215,29,-24.9376745048692,1035.4892755444353,>
2444,17.12630508458216,1086.3967425164142,23,-7.928952251993899,1051.225485494318,<
2445,-15.051614749443978,1046.2125484841742,29,-24.9376745048692,1035.4892755444353,>
2446,-31.323563711882393,1036.2933321220976,29,-24.9376745048692,1035.4892755444353,>
2447,-31.17988820785822,1040.372103309832,29,-24.9376745048692,1035.4892755444353,>
2448,-22.46182896780638,1037.8375978042386,29,-24.9376745048692,1035.4892755444353,>
2449,-15.37699648189328,1041.0941959978143,29,-24.9376745048692,1035.4892755444353,>
