name,value,description
all_xs_median,0.8383674192597332,the median value of numbers range
all_xs_mean,1.1249268508900057,Ex. The average value of numbers in range. mean = sum / n
all_xs_average_deviation,9.19765820781402,average difference between the observed value and mean of values
all_xs_standatd_deviation,11.311048250766966,the amount of dispersion
all_xs_variance,127.93981253117842,Ex2. measures how far a set of numbers are spread out
all_xs_skew,0.25513201435117233,Ex3. measure of the lopsidedness of the distribution
all_xs_kurtosis,-0.07524075956350451,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
all_ys_median,-0.3029731548490688,the median value of numbers range
all_ys_mean,-0.31563036650544696,Ex. The average value of numbers in range. mean = sum / n
all_ys_average_deviation,9.207525123631799,average difference between the observed value and mean of values
all_ys_standatd_deviation,11.939993757036206,the amount of dispersion
all_ys_variance,142.56345091806358,Ex2. measures how far a set of numbers are spread out
all_ys_skew,0.10290592762156799,Ex3. measure of the lopsidedness of the distribution
all_ys_kurtosis,0.26622951844716436,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_xs_median,0.7327343497610126,the median value of numbers range
src_xs_mean,1.8189029636488194,Ex. The average value of numbers in range. mean = sum / n
src_xs_average_deviation,9.843279373622474,average difference between the observed value and mean of values
src_xs_standatd_deviation,12.188523137095864,the amount of dispersion
src_xs_variance,148.5600962635212,Ex2. measures how far a set of numbers are spread out
src_xs_skew,0.4282538746596302,Ex3. measure of the lopsidedness of the distribution
src_xs_kurtosis,-0.2629682571537808,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_ys_median,-1.8011279747345033,the median value of numbers range
src_ys_mean,-1.40923213008273,Ex. The average value of numbers in range. mean = sum / n
src_ys_average_deviation,8.575582794639287,average difference between the observed value and mean of values
src_ys_standatd_deviation,11.471692711532361,the amount of dispersion
src_ys_variance,131.5997336678247,Ex2. measures how far a set of numbers are spread out
src_ys_skew,0.01876426739093261,Ex3. measure of the lopsidedness of the distribution
src_ys_kurtosis,0.6455270012714811,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_xs_median,0.7327343497610126,the median value of numbers range
dst_xs_mean,1.8189029636488194,Ex. The average value of numbers in range. mean = sum / n
dst_xs_average_deviation,9.843279373622474,average difference between the observed value and mean of values
dst_xs_standatd_deviation,12.188523137095864,the amount of dispersion
dst_xs_variance,148.5600962635212,Ex2. measures how far a set of numbers are spread out
dst_xs_skew,0.4282538746596302,Ex3. measure of the lopsidedness of the distribution
dst_xs_kurtosis,-0.2629682571537808,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_ys_median,0.23402967643719721,the median value of numbers range
dst_ys_mean,0.7779713970718359,Ex. The average value of numbers in range. mean = sum / n
dst_ys_average_deviation,9.771780991320467,average difference between the observed value and mean of values
dst_ys_standatd_deviation,12.40950771889051,the amount of dispersion
dst_ys_variance,153.99588182520313,Ex2. measures how far a set of numbers are spread out
dst_ys_skew,0.1308199232007377,Ex3. measure of the lopsidedness of the distribution
dst_ys_kurtosis,-0.18942824168216665,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
edges_median,21.292350813545227,the median value of numbers range
edges_mean,20.72191509997076,Ex. The average value of numbers in range. mean = sum / n
edges_average_deviation,9.247743750057856,average difference between the observed value and mean of values
edges_standatd_deviation,11.394264086170196,the amount of dispersion
edges_variance,129.82925406538794,Ex2. measures how far a set of numbers are spread out
edges_skew,0.5425116923635346,Ex3. measure of the lopsidedness of the distribution
edges_kurtosis,-0.13699594644012958,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_length,889.3109727394381,length of path through dst points only
src_length,925.701196047581,length of path through src points only
length,1824.220211403061,length of path through all points
relative_src_length,0.5074503561911515,length of path through src points relative to he whole path
relative_dst_length,0.48750198423437213,length of path through dst points relative to he whole path
n,50.0,amount of pairs in dataset
