name,value,description
all_xs_median,0.5069722417739646,the median value of numbers range
all_xs_mean,0.48814687115941424,Ex. The average value of numbers in range. mean = sum / n
all_xs_average_deviation,9.57500879371134,average difference between the observed value and mean of values
all_xs_standatd_deviation,12.38297583896066,the amount of dispersion
all_xs_variance,153.33809062828345,Ex2. measures how far a set of numbers are spread out
all_xs_skew,-0.14240562439279597,Ex3. measure of the lopsidedness of the distribution
all_xs_kurtosis,-0.05920394967484777,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
all_ys_median,-0.3210940018291008,the median value of numbers range
all_ys_mean,0.6730740868265012,Ex. The average value of numbers in range. mean = sum / n
all_ys_average_deviation,11.217696516337355,average difference between the observed value and mean of values
all_ys_standatd_deviation,14.228609331224623,the amount of dispersion
all_ys_variance,202.4533235006124,Ex2. measures how far a set of numbers are spread out
all_ys_skew,0.18732532332981075,Ex3. measure of the lopsidedness of the distribution
all_ys_kurtosis,-0.09707811691860391,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_xs_median,0.8611297127521405,the median value of numbers range
src_xs_mean,2.334691477174863,Ex. The average value of numbers in range. mean = sum / n
src_xs_average_deviation,9.236168543753797,average difference between the observed value and mean of values
src_xs_standatd_deviation,11.690187518130644,the amount of dispersion
src_xs_variance,136.6604842090575,Ex2. measures how far a set of numbers are spread out
src_xs_skew,0.08342703005622829,Ex3. measure of the lopsidedness of the distribution
src_xs_kurtosis,-0.17705971251146435,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_ys_median,1.7485759448341707,the median value of numbers range
src_ys_mean,0.07812305701175028,Ex. The average value of numbers in range. mean = sum / n
src_ys_average_deviation,11.7402709006496,average difference between the observed value and mean of values
src_ys_standatd_deviation,14.666337483387919,the amount of dispersion
src_ys_variance,215.10145517662946,Ex2. measures how far a set of numbers are spread out
src_ys_skew,-0.033857291067317094,Ex3. measure of the lopsidedness of the distribution
src_ys_kurtosis,-0.5083946162923811,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_xs_median,0.8611297127521405,the median value of numbers range
dst_xs_mean,2.334691477174863,Ex. The average value of numbers in range. mean = sum / n
dst_xs_average_deviation,9.236168543753797,average difference between the observed value and mean of values
dst_xs_standatd_deviation,11.690187518130644,the amount of dispersion
dst_xs_variance,136.6604842090575,Ex2. measures how far a set of numbers are spread out
dst_xs_skew,0.08342703005622829,Ex3. measure of the lopsidedness of the distribution
dst_xs_kurtosis,-0.17705971251146435,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_ys_median,-1.4288099666191483,the median value of numbers range
dst_ys_mean,1.2680251166412522,Ex. The average value of numbers in range. mean = sum / n
dst_ys_average_deviation,10.767777144537261,average difference between the observed value and mean of values
dst_ys_standatd_deviation,13.900162273401644,the amount of dispersion
dst_ys_variance,193.21451122689837,Ex2. measures how far a set of numbers are spread out
dst_ys_skew,0.4558657497529372,Ex3. measure of the lopsidedness of the distribution
dst_ys_kurtosis,0.17865400675552578,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
edges_median,20.885097702226425,the median value of numbers range
edges_mean,22.041376304643087,Ex. The average value of numbers in range. mean = sum / n
edges_average_deviation,9.744281525116294,average difference between the observed value and mean of values
edges_standatd_deviation,11.979490086486248,the amount of dispersion
edges_variance,143.50818273222228,Ex2. measures how far a set of numbers are spread out
edges_skew,0.6176037673709104,Ex3. measure of the lopsidedness of the distribution
edges_kurtosis,-0.20809476060280208,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_length,1197.2541603662537,length of path through dst points only
src_length,1154.8207382503383,length of path through src points only
length,2364.098412971389,length of path through all points
relative_src_length,0.48848251490464256,length of path through src points relative to he whole path
relative_dst_length,0.5064316078371072,length of path through dst points relative to he whole path
n,50.0,amount of pairs in dataset
