name,value,description
all_xs_median,-7.928952251993899,the median value of numbers range
all_xs_mean,-12.52074973229398,Ex. The average value of numbers in range. mean = sum / n
all_xs_average_deviation,13.340962839775477,average difference between the observed value and mean of values
all_xs_standatd_deviation,18.59809340060139,the amount of dispersion
all_xs_variance,345.88907813749296,Ex2. measures how far a set of numbers are spread out
all_xs_skew,-1.3076037182647486,Ex3. measure of the lopsidedness of the distribution
all_xs_kurtosis,2.643105302250939,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
all_ys_median,1051.225485494318,the median value of numbers range
all_ys_mean,1068.3637671639578,Ex. The average value of numbers in range. mean = sum / n
all_ys_average_deviation,28.314567862849508,average difference between the observed value and mean of values
all_ys_standatd_deviation,37.965259163732036,the amount of dispersion
all_ys_variance,1441.3609033693392,Ex2. measures how far a set of numbers are spread out
all_ys_skew,1.7958808005852533,Ex3. measure of the lopsidedness of the distribution
all_ys_kurtosis,2.530833562788959,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_xs_median,-10.295409278187972,the median value of numbers range
src_xs_mean,-15.440933477447441,Ex. The average value of numbers in range. mean = sum / n
src_xs_average_deviation,18.9161120559069,average difference between the observed value and mean of values
src_xs_standatd_deviation,23.528210392704022,the amount of dispersion
src_xs_variance,553.5766842833456,Ex2. measures how far a set of numbers are spread out
src_xs_skew,-0.6281931778957024,Ex3. measure of the lopsidedness of the distribution
src_xs_kurtosis,0.39232888203241423,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_ys_median,1072.4741898721081,the median value of numbers range
src_ys_mean,1078.3429739788878,Ex. The average value of numbers in range. mean = sum / n
src_ys_average_deviation,31.108840464102915,average difference between the observed value and mean of values
src_ys_standatd_deviation,39.79747615001691,the amount of dispersion
src_ys_variance,1583.8391079111648,Ex2. measures how far a set of numbers are spread out
src_ys_skew,1.1038324555644212,Ex3. measure of the lopsidedness of the distribution
src_ys_kurtosis,0.8946780558030154,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_xs_median,-10.295409278187972,the median value of numbers range
dst_xs_mean,-15.440933477447441,Ex. The average value of numbers in range. mean = sum / n
dst_xs_average_deviation,18.9161120559069,average difference between the observed value and mean of values
dst_xs_standatd_deviation,23.528210392704022,the amount of dispersion
dst_xs_variance,553.5766842833456,Ex2. measures how far a set of numbers are spread out
dst_xs_skew,-0.6281931778957024,Ex3. measure of the lopsidedness of the distribution
dst_xs_kurtosis,0.39232888203241423,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_ys_median,1051.225485494318,the median value of numbers range
dst_ys_mean,1058.3845603490258,Ex. The average value of numbers in range. mean = sum / n
dst_ys_average_deviation,17.766034534428936,average difference between the observed value and mean of values
dst_ys_standatd_deviation,33.54197987426718,the amount of dispersion
dst_ys_variance,1125.0644138857444,Ex2. measures how far a set of numbers are spread out
dst_ys_skew,3.007919115085266,Ex3. measure of the lopsidedness of the distribution
dst_ys_kurtosis,7.553605298431171,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
edges_median,33.930484514767315,the median value of numbers range
edges_mean,33.720120527125566,Ex. The average value of numbers in range. mean = sum / n
edges_average_deviation,19.013408227631928,average difference between the observed value and mean of values
edges_standatd_deviation,23.360079934021975,the amount of dispersion
edges_variance,545.693334523896,Ex2. measures how far a set of numbers are spread out
edges_skew,0.6129603268992471,Ex3. measure of the lopsidedness of the distribution
edges_kurtosis,-0.15522623058894913,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_length,804.5898348341476,length of path through dst points only
src_length,2191.0360227973447,length of path through src points only
length,3004.116225957518,length of path through all points
relative_src_length,0.729344625173077,length of path through src points relative to he whole path
relative_dst_length,0.26782912987252894,length of path through dst points relative to he whole path
n,50.0,amount of pairs in dataset
