name,value,description
all_xs_median,-7.928952251993899,the median value of numbers range
all_xs_mean,-27.570041448503563,Ex. The average value of numbers in range. mean = sum / n
all_xs_average_deviation,32.938757654376374,average difference between the observed value and mean of values
all_xs_standatd_deviation,120.840611430418,the amount of dispersion
all_xs_variance,14602.453370877267,Ex2. measures how far a set of numbers are spread out
all_xs_skew,-9.232664578990422,Ex3. measure of the lopsidedness of the distribution
all_xs_kurtosis,86.97598385865132,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
all_ys_median,1051.225485494318,the median value of numbers range
all_ys_mean,1070.5552924054243,Ex. The average value of numbers in range. mean = sum / n
all_ys_average_deviation,33.68014367090976,average difference between the observed value and mean of values
all_ys_standatd_deviation,49.14650259160258,the amount of dispersion
all_ys_variance,2415.378716986399,Ex2. measures how far a set of numbers are spread out
all_ys_skew,0.8239610770397626,Ex3. measure of the lopsidedness of the distribution
all_ys_kurtosis,4.239196260632042,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_xs_median,-15.202995882115708,the median value of numbers range
src_xs_mean,-18.604382889259963,Ex. The average value of numbers in range. mean = sum / n
src_xs_average_deviation,21.027123027882297,average difference between the observed value and mean of values
src_xs_standatd_deviation,26.663438258428478,the amount of dispersion
src_xs_variance,710.9389397610275,Ex2. measures how far a set of numbers are spread out
src_xs_skew,-0.23246958082851726,Ex3. measure of the lopsidedness of the distribution
src_xs_kurtosis,-0.46958354181221607,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_ys_median,1060.9229519586247,the median value of numbers range
src_ys_mean,1078.464798596436,Ex. The average value of numbers in range. mean = sum / n
src_ys_average_deviation,34.34429714979612,average difference between the observed value and mean of values
src_ys_standatd_deviation,45.890929620720684,the amount of dispersion
src_ys_variance,2105.9774214539393,Ex2. measures how far a set of numbers are spread out
src_ys_skew,1.5547301661472812,Ex3. measure of the lopsidedness of the distribution
src_ys_kurtosis,2.127231123135619,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_xs_median,-15.202995882115708,the median value of numbers range
dst_xs_mean,-18.604382889259963,Ex. The average value of numbers in range. mean = sum / n
dst_xs_average_deviation,21.027123027882297,average difference between the observed value and mean of values
dst_xs_standatd_deviation,26.663438258428478,the amount of dispersion
dst_xs_variance,710.9389397610275,Ex2. measures how far a set of numbers are spread out
dst_xs_skew,-0.23246958082851726,Ex3. measure of the lopsidedness of the distribution
dst_xs_kurtosis,-0.46958354181221607,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_ys_median,1051.225485494318,the median value of numbers range
dst_ys_mean,1062.6457862144123,Ex. The average value of numbers in range. mean = sum / n
dst_ys_average_deviation,29.136208154434435,average difference between the observed value and mean of values
dst_ys_standatd_deviation,51.44316668130889,the amount of dispersion
dst_ys_variance,2646.3993982009288,Ex2. measures how far a set of numbers are spread out
dst_ys_skew,0.42552209079917086,Ex3. measure of the lopsidedness of the distribution
dst_ys_kurtosis,5.146105687802454,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
edges_median,21.876886412733022,the median value of numbers range
edges_mean,50.05817574231862,Ex. The average value of numbers in range. mean = sum / n
edges_average_deviation,50.204957625057276,average difference between the observed value and mean of values
edges_standatd_deviation,166.9232451188942,the amount of dispersion
edges_variance,27863.36976102243,Ex2. measures how far a set of numbers are spread out
edges_skew,6.48945905279285,Ex3. measure of the lopsidedness of the distribution
edges_kurtosis,41.66295504375087,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_length,3847.648822679966,length of path through dst points only
src_length,2818.367812090142,length of path through src points only
length,6679.329920294551,length of path through all points
relative_src_length,0.4219536758510433,length of path through src points relative to he whole path
relative_dst_length,0.5760531173926934,length of path through dst points relative to he whole path
n,50.0,amount of pairs in dataset
