name,value,description
all_xs_median,-5.923133878968656,the median value of numbers range
all_xs_mean,-1.4546472569927573,Ex. The average value of numbers in range. mean = sum / n
all_xs_average_deviation,23.09224195599556,average difference between the observed value and mean of values
all_xs_standatd_deviation,27.011416643779928,the amount of dispersion
all_xs_variance,729.6166291038712,Ex2. measures how far a set of numbers are spread out
all_xs_skew,0.07520625974256484,Ex3. measure of the lopsidedness of the distribution
all_xs_kurtosis,-1.1395272361535191,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
all_ys_median,2.439233777113259,the median value of numbers range
all_ys_mean,2.258481469936669,Ex. The average value of numbers in range. mean = sum / n
all_ys_average_deviation,25.376021264344455,average difference between the observed value and mean of values
all_ys_standatd_deviation,30.000224958407493,the amount of dispersion
all_ys_variance,900.0134975550558,Ex2. measures how far a set of numbers are spread out
all_ys_skew,-0.12731047301861448,Ex3. measure of the lopsidedness of the distribution
all_ys_kurtosis,-1.1685853511969104,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_xs_median,-1.6587760066613555,the median value of numbers range
src_xs_mean,0.3713608765974641,Ex. The average value of numbers in range. mean = sum / n
src_xs_average_deviation,22.82001264691353,average difference between the observed value and mean of values
src_xs_standatd_deviation,26.69958939565676,the amount of dispersion
src_xs_variance,712.8680738966668,Ex2. measures how far a set of numbers are spread out
src_xs_skew,-0.06332713822868302,Ex3. measure of the lopsidedness of the distribution
src_xs_kurtosis,-1.1936194991064917,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_ys_median,3.336861659772694,the median value of numbers range
src_ys_mean,-1.9523251755163074,Ex. The average value of numbers in range. mean = sum / n
src_ys_average_deviation,27.285181677341463,average difference between the observed value and mean of values
src_ys_standatd_deviation,31.37241968162118,the amount of dispersion
src_ys_variance,984.228716679772,Ex2. measures how far a set of numbers are spread out
src_ys_skew,-0.08807791242331366,Ex3. measure of the lopsidedness of the distribution
src_ys_kurtosis,-1.3801657336428228,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_xs_median,-1.6587760066613555,the median value of numbers range
dst_xs_mean,0.3713608765974641,Ex. The average value of numbers in range. mean = sum / n
dst_xs_average_deviation,22.82001264691353,average difference between the observed value and mean of values
dst_xs_standatd_deviation,26.69958939565676,the amount of dispersion
dst_xs_variance,712.8680738966668,Ex2. measures how far a set of numbers are spread out
dst_xs_skew,-0.06332713822868302,Ex3. measure of the lopsidedness of the distribution
dst_xs_kurtosis,-1.1936194991064917,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_ys_median,1.6282177763059735,the median value of numbers range
dst_ys_mean,6.469288115389645,Ex. The average value of numbers in range. mean = sum / n
dst_ys_average_deviation,24.27977333545685,average difference between the observed value and mean of values
dst_ys_standatd_deviation,28.248546966461465,the amount of dispersion
dst_ys_variance,797.9804057163792,Ex2. measures how far a set of numbers are spread out
dst_ys_skew,-0.08205076686963371,Ex3. measure of the lopsidedness of the distribution
dst_ys_kurtosis,-1.12060913944748,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
edges_median,53.59425469397058,the median value of numbers range
edges_mean,55.08311072077359,Ex. The average value of numbers in range. mean = sum / n
edges_average_deviation,19.404773561771098,average difference between the observed value and mean of values
edges_standatd_deviation,24.899987607201318,the amount of dispersion
edges_variance,620.0093828387793,Ex2. measures how far a set of numbers are spread out
edges_skew,-0.06636029717898993,Ex3. measure of the lopsidedness of the distribution
edges_kurtosis,-0.6886316613215895,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_length,2154.940359567366,length of path through dst points only
src_length,2615.573340325096,length of path through src points only
length,4798.365708641775,length of path through all points
relative_src_length,0.545096705658448,length of path through src points relative to he whole path
relative_dst_length,0.44909881622535675,length of path through dst points relative to he whole path
n,50.0,amount of pairs in dataset
