name,value,description
all_xs_median,3.4162560710683465,the median value of numbers range
all_xs_mean,0.9392429674044251,Ex. The average value of numbers in range. mean = sum / n
all_xs_average_deviation,26.594538639634848,average difference between the observed value and mean of values
all_xs_standatd_deviation,30.198054101748852,the amount of dispersion
all_xs_variance,911.9224715321507,Ex2. measures how far a set of numbers are spread out
all_xs_skew,-0.01901312651898977,Ex3. measure of the lopsidedness of the distribution
all_xs_kurtosis,-1.388111463424632,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
all_ys_median,-3.5108330426737666,the median value of numbers range
all_ys_mean,-0.05905191134661436,Ex. The average value of numbers in range. mean = sum / n
all_ys_average_deviation,25.551950069218876,average difference between the observed value and mean of values
all_ys_standatd_deviation,29.64604072311338,the amount of dispersion
all_ys_variance,878.8877305564969,Ex2. measures how far a set of numbers are spread out
all_ys_skew,0.05847075559527482,Ex3. measure of the lopsidedness of the distribution
all_ys_kurtosis,-1.2671876873677161,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_xs_median,3.0985800782218575,the median value of numbers range
src_xs_mean,-0.44095063116401434,Ex. The average value of numbers in range. mean = sum / n
src_xs_average_deviation,28.313202923536302,average difference between the observed value and mean of values
src_xs_standatd_deviation,31.045911604629335,the amount of dispersion
src_xs_variance,963.8486273624584,Ex2. measures how far a set of numbers are spread out
src_xs_skew,0.06822035293318422,Ex3. measure of the lopsidedness of the distribution
src_xs_kurtosis,-1.5719386630235868,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
src_ys_median,0.7637438597157598,the median value of numbers range
src_ys_mean,2.6199668468907475,Ex. The average value of numbers in range. mean = sum / n
src_ys_average_deviation,25.414405981302263,average difference between the observed value and mean of values
src_ys_standatd_deviation,29.420548810431576,the amount of dispersion
src_ys_variance,865.5686923069868,Ex2. measures how far a set of numbers are spread out
src_ys_skew,7.76528827585289E-4,Ex3. measure of the lopsidedness of the distribution
src_ys_kurtosis,-1.3408240145928767,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_xs_median,3.0985800782218575,the median value of numbers range
dst_xs_mean,-0.44095063116401434,Ex. The average value of numbers in range. mean = sum / n
dst_xs_average_deviation,28.313202923536302,average difference between the observed value and mean of values
dst_xs_standatd_deviation,31.045911604629335,the amount of dispersion
dst_xs_variance,963.8486273624584,Ex2. measures how far a set of numbers are spread out
dst_xs_skew,0.06822035293318422,Ex3. measure of the lopsidedness of the distribution
dst_xs_kurtosis,-1.5719386630235868,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_ys_median,-6.116168084554374,the median value of numbers range
dst_ys_mean,-2.7380706695839763,Ex. The average value of numbers in range. mean = sum / n
dst_ys_average_deviation,25.391331425309183,average difference between the observed value and mean of values
dst_ys_standatd_deviation,29.924839607553405,the amount of dispersion
dst_ys_variance,895.496025537797,Ex2. measures how far a set of numbers are spread out
dst_ys_skew,0.12176164480939304,Ex3. measure of the lopsidedness of the distribution
dst_ys_kurtosis,-1.2613318029733458,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
edges_median,52.614859915863875,the median value of numbers range
edges_mean,54.69272935536036,Ex. The average value of numbers in range. mean = sum / n
edges_average_deviation,20.294964389603365,average difference between the observed value and mean of values
edges_standatd_deviation,23.922632818846015,the amount of dispersion
edges_variance,572.2923609853285,Ex2. measures how far a set of numbers are spread out
edges_skew,0.029681577223301128,Ex3. measure of the lopsidedness of the distribution
edges_kurtosis,-1.2138572311502571,Ex4. measure of the heaviness of the tail of the distribution compared to the normal distribution
dst_length,2357.0284661885203,length of path through dst points only
src_length,2594.1026857944735,length of path through src points only
length,5047.237351628125,length of path through all points
relative_src_length,0.5139648693076965,length of path through src points relative to he whole path
relative_dst_length,0.46699378332746644,length of path through dst points relative to he whole path
n,50.0,amount of pairs in dataset
