S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6978932228032444
[0.0,1.0,0.0,0.0,0.0];0.46602185334892976
[0.0,0.0,1.0,0.0,0.0];0.3860616779700392
[0.0,0.0,0.0,1.0,0.0];0.47458702266062747
[0.5,0.0,0.0,0.5,0.0];0.7181759805208783
[0.5,0.0,0.5,0.0,0.0];0.667005196875669
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7497708560258199
[0.2,0.2,0.2,0.2,0.2];0.7334947558548783
[0.5,0.0,0.0,0.0,0.5];0.7530930376672664
[0.0,0.0,0.0,0.0,1.0];0.646100580179467
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7141479756048628
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7430763106878909
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7569096312504862
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7252178669083107
smart L2O & RB [10];0.7404799664135473
