S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6923509680039637
[0.0,1.0,0.0,0.0,0.0];0.487799314564783
[0.0,0.0,1.0,0.0,0.0];0.4317541961318307
[0.0,0.0,0.0,1.0,0.0];0.5019232047716842
[0.5,0.0,0.0,0.5,0.0];0.7507884818821674
[0.5,0.0,0.5,0.0,0.0];0.6985143224497556
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7405031708118652
[0.2,0.2,0.2,0.2,0.2];0.7344946881900496
[0.5,0.0,0.0,0.0,0.5];0.7465606267055926
[0.0,0.0,0.0,0.0,1.0];0.6663145840513909
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7187909705662185
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7765572074053784
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7736220876494457
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.729429039144463
smart L2O & RB [10];0.7471579212457995
