S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7018219669772869
[0.0,1.0,0.0,0.0,0.0];0.5236760581149495
[0.0,0.0,1.0,0.0,0.0];0.4195888249993792
[0.0,0.0,0.0,1.0,0.0];0.5218513257883854
[0.5,0.0,0.0,0.5,0.0];0.6962561347710945
[0.5,0.0,0.5,0.0,0.0];0.7059628263604696
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7697848597594025
[0.2,0.2,0.2,0.2,0.2];0.742331935117672
[0.5,0.0,0.0,0.0,0.5];0.7634148946312184
[0.0,0.0,0.0,0.0,1.0];0.6954986549000302
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.709627339493879
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.78073485264423
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7637165856339521
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7137529543443083
smart L2O & RB [10];0.7579311809155875
