S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7080513729201512
[0.0,1.0,0.0,0.0,0.0];0.49517378929010014
[0.0,0.0,1.0,0.0,0.0];0.4236019893219762
[0.0,0.0,0.0,1.0,0.0];0.5211495492171259
[0.5,0.0,0.0,0.5,0.0];0.7047568735636122
[0.5,0.0,0.5,0.0,0.0];0.6902021573286546
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7512078384175654
[0.2,0.2,0.2,0.2,0.2];0.7414338296361822
[0.5,0.0,0.0,0.0,0.5];0.7379989533465452
[0.0,0.0,0.0,0.0,1.0];0.6380400110322835
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7063178024846087
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7735747106111917
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7621755395843804
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7176883905788285
smart L2O & RB [10];0.7649117151706852
