S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7020417029813539
[0.0,1.0,0.0,0.0,0.0];0.4920851227848191
[0.0,0.0,1.0,0.0,0.0];0.44171861641329613
[0.0,0.0,0.0,1.0,0.0];0.5011200568997344
[0.5,0.0,0.0,0.5,0.0];0.6614257138943709
[0.5,0.0,0.5,0.0,0.0];0.6716739302534911
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7396855705650514
[0.2,0.2,0.2,0.2,0.2];0.7302166187979966
[0.5,0.0,0.0,0.0,0.5];0.7228537750399942
[0.0,0.0,0.0,0.0,1.0];0.6335991620479454
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6699019901257723
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7542506735731396
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7471700991337598
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.712226563762675
smart L2O & RB [10];0.74218641387688
