S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.3705838257600842
[0.0,1.0,0.0,0.0,0.0];0.514335333113648
[0.0,0.0,1.0,0.0,0.0];0.24226637581736343
[0.0,0.0,0.0,1.0,0.0];0.5496674187105065
[0.5,0.0,0.0,0.5,0.0];0.5986820456913474
[0.5,0.0,0.5,0.0,0.0];0.3705809229899471
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.625993736829719
[0.2,0.2,0.2,0.2,0.2];0.6245700984731954
[0.5,0.0,0.0,0.0,0.5];0.5842415560252701
[0.0,0.0,0.0,0.0,1.0];0.5293042223346666
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6190974301740744
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.6566769283464707
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.6523688203837861
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.6169282945485586
smart L2O & RB [10];0.6424207642397735
