S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.614626394829556
[0.0,1.0,0.0,0.0,0.0];0.421520167846155
[0.0,0.0,1.0,0.0,0.0];0.35094290516166154
[0.0,0.0,0.0,1.0,0.0];0.4556558296312496
[0.5,0.0,0.0,0.5,0.0];0.6535125543359728
[0.5,0.0,0.5,0.0,0.0];0.631465052482516
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7154350223573509
[0.2,0.2,0.2,0.2,0.2];0.6821456654953169
[0.5,0.0,0.0,0.0,0.5];0.6675094224244185
[0.0,0.0,0.0,0.0,1.0];0.5312894833074742
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6620748777701955
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.717969031679215
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.6920669315016292
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.6608553827502766
smart L2O & RB [10];0.678393587059397
