S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.712472451522665
[0.0,1.0,0.0,0.0,0.0];0.48898218293977824
[0.0,0.0,1.0,0.0,0.0];0.4306987412135497
[0.0,0.0,0.0,1.0,0.0];0.49800796459916186
[0.5,0.0,0.0,0.5,0.0];0.7181837282679273
[0.5,0.0,0.5,0.0,0.0];0.6380962425001866
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7710579155292379
[0.2,0.2,0.2,0.2,0.2];0.7554503096386108
[0.5,0.0,0.0,0.0,0.5];0.7598587698434595
[0.0,0.0,0.0,0.0,1.0];0.6818941696348924
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7016164561309042
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7853236452791463
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7474980622118831
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.720179840121408
smart L2O & RB [10];0.7711941910938269
