S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7314284302030339
[0.0,1.0,0.0,0.0,0.0];0.6302890573735445
[0.0,0.0,1.0,0.0,0.0];0.43914231613222654
[0.0,0.0,0.0,1.0,0.0];0.6519828541529771
[0.5,0.0,0.0,0.5,0.0];0.7643001363966216
[0.5,0.0,0.5,0.0,0.0];0.726356985549834
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7793247774642474
[0.2,0.2,0.2,0.2,0.2];0.8036064107387557
[0.5,0.0,0.0,0.0,0.5];0.8054044536255873
[0.0,0.0,0.0,0.0,1.0];0.6770252689351419
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7723354947299268
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.814352837809897
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.8247014151922105
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7588866196922908
smart L2O & RB [10];0.806454014542205
