S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6170783532536921
[0.0,1.0,0.0,0.0,0.0];0.4536365957086196
[0.0,0.0,1.0,0.0,0.0];0.39680476275431364
[0.0,0.0,0.0,1.0,0.0];0.45441553642335797
[0.5,0.0,0.0,0.5,0.0];0.6194075890004775
[0.5,0.0,0.5,0.0,0.0];0.638094471616121
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.698298511250798
[0.2,0.2,0.2,0.2,0.2];0.70031597438835
[0.5,0.0,0.0,0.0,0.5];0.6971625301467497
[0.0,0.0,0.0,0.0,1.0];0.6707936437719875
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6431826746404719
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7224340268333507
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7072876263854004
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.631249650268048
smart L2O & RB [10];0.7133881791480792
