S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.703122036981476
[0.0,1.0,0.0,0.0,0.0];0.47717477056758306
[0.0,0.0,1.0,0.0,0.0];0.38775006194475503
[0.0,0.0,0.0,1.0,0.0];0.49353237935994143
[0.5,0.0,0.0,0.5,0.0];0.7124192873111572
[0.5,0.0,0.5,0.0,0.0];0.6875649001239537
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7370870206767592
[0.2,0.2,0.2,0.2,0.2];0.716054441800234
[0.5,0.0,0.0,0.0,0.5];0.7131358969725485
[0.0,0.0,0.0,0.0,1.0];0.6688290374779461
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6727141857698351
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7654929357745917
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7517117124952489
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7341574150225978
smart L2O & RB [10];0.7399878005486529
