S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6689241318947959
[0.0,1.0,0.0,0.0,0.0];0.4742899553658499
[0.0,0.0,1.0,0.0,0.0];0.3944242511436441
[0.0,0.0,0.0,1.0,0.0];0.4578123576256058
[0.5,0.0,0.0,0.5,0.0];0.6878635220302372
[0.5,0.0,0.5,0.0,0.0];0.6144032903395102
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.6952224002604551
[0.2,0.2,0.2,0.2,0.2];0.6957178096923362
[0.5,0.0,0.0,0.0,0.5];0.7022050277610628
[0.0,0.0,0.0,0.0,1.0];0.6583422790400615
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6813251702753109
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7295694183298054
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7167520059947392
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.695066953983124
smart L2O & RB [10];0.7367355509671105
