S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7392534385957319
[0.0,1.0,0.0,0.0,0.0];0.6372787156809132
[0.0,0.0,1.0,0.0,0.0];0.3654927851592107
[0.0,0.0,0.0,1.0,0.0];0.614858611195189
[0.5,0.0,0.0,0.5,0.0];0.7313326808786212
[0.5,0.0,0.5,0.0,0.0];0.7054444862852624
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7214846083377744
[0.2,0.2,0.2,0.2,0.2];0.7211164603465998
[0.5,0.0,0.0,0.0,0.5];0.7261165902096671
[0.0,0.0,0.0,0.0,1.0];0.0
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7312144189016814
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7542818940389245
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7587304790219283
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.749008245992339
smart L2O & RB [10];0.7480690145294764
