S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6316608557415182
[0.0,1.0,0.0,0.0,0.0];0.49792973822801034
[0.0,0.0,1.0,0.0,0.0];0.3459359752086381
[0.0,0.0,0.0,1.0,0.0];0.529448645366919
[0.5,0.0,0.0,0.5,0.0];0.668677543957146
[0.5,0.0,0.5,0.0,0.0];0.6295408004875884
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.6593844843449472
[0.2,0.2,0.2,0.2,0.2];0.6994357937987894
[0.5,0.0,0.0,0.0,0.5];0.6121001873216502
[0.0,0.0,0.0,0.0,1.0];0.4833716656723188
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6285241919926213
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.6933644207882681
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.6883292774162504
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.6544338998503715
smart L2O & RB [10];0.697801600621488
