S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7382751168045752
[0.0,1.0,0.0,0.0,0.0];0.6791593856573364
[0.0,0.0,1.0,0.0,0.0];0.39633271930099545
[0.0,0.0,0.0,1.0,0.0];0.6825045758090829
[0.5,0.0,0.0,0.5,0.0];0.7559404495478969
[0.5,0.0,0.5,0.0,0.0];0.7096568311187904
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7933327615602432
[0.2,0.2,0.2,0.2,0.2];0.7973808534668441
[0.5,0.0,0.0,0.0,0.5];0.7909747125332863
[0.0,0.0,0.0,0.0,1.0];0.7609914498564427
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7477667213118235
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7908313049478215
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.789235916072178
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7563427076199714
smart L2O & RB [10];0.7822977720600048
