S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7055994828607914
[0.0,1.0,0.0,0.0,0.0];0.49184257506505813
[0.0,0.0,1.0,0.0,0.0];0.4360512998368763
[0.0,0.0,0.0,1.0,0.0];0.49122118958716365
[0.5,0.0,0.0,0.5,0.0];0.711979405497317
[0.5,0.0,0.5,0.0,0.0];0.6606357817658489
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7502233260978719
[0.2,0.2,0.2,0.2,0.2];0.7596948768415881
[0.5,0.0,0.0,0.0,0.5];0.7471547255874633
[0.0,0.0,0.0,0.0,1.0];0.7134119191620825
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7217645800910331
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.766877831023113
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7783334938050912
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7466372995159852
smart L2O & RB [10];0.7593777705126628
