S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6385684417897421
[0.0,1.0,0.0,0.0,0.0];0.4301266358300436
[0.0,0.0,1.0,0.0,0.0];0.3592262522688814
[0.0,0.0,0.0,1.0,0.0];0.4474868967646115
[0.5,0.0,0.0,0.5,0.0];0.617077196737289
[0.5,0.0,0.5,0.0,0.0];0.6168226256502061
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.6672189150185912
[0.2,0.2,0.2,0.2,0.2];0.69079103060221
[0.5,0.0,0.0,0.0,0.5];0.6822803521576928
[0.0,0.0,0.0,0.0,1.0];0.5339330784832947
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6266011732591459
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7225322052959655
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7168891523230397
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.681724544895073
smart L2O & RB [10];0.681988300402965
