S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6238033164650498
[0.0,1.0,0.0,0.0,0.0];0.5520599021062884
[0.0,0.0,1.0,0.0,0.0];0.3634424492985343
[0.0,0.0,0.0,1.0,0.0];0.5621109434790594
[0.5,0.0,0.0,0.5,0.0];0.6058719556897985
[0.5,0.0,0.5,0.0,0.0];0.6303719420897291
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.6577625530600616
[0.2,0.2,0.2,0.2,0.2];0.7187799888836551
[0.5,0.0,0.0,0.0,0.5];0.7554416341663761
[0.0,0.0,0.0,0.0,1.0];0.6835177212313386
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6135233921142209
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7349795385274001
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7360171349510837
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.6486472335949833
smart L2O & RB [10];0.723271052973349
