S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6447848873685296
[0.0,1.0,0.0,0.0,0.0];0.47078382916505057
[0.0,0.0,1.0,0.0,0.0];0.4132938778333157
[0.0,0.0,0.0,1.0,0.0];0.49118805947094774
[0.5,0.0,0.0,0.5,0.0];0.6856516379260346
[0.5,0.0,0.5,0.0,0.0];0.6475236799309707
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7296771504246997
[0.2,0.2,0.2,0.2,0.2];0.7170517718051086
[0.5,0.0,0.0,0.0,0.5];0.7283778363443698
[0.0,0.0,0.0,0.0,1.0];0.6066125687504541
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6751282864033704
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7380701672376897
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7606435917663137
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7086109519972126
smart L2O & RB [10];0.7087709717416462
