S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7171410215477378
[0.0,1.0,0.0,0.0,0.0];0.4936796199481551
[0.0,0.0,1.0,0.0,0.0];0.38037154748502666
[0.0,0.0,0.0,1.0,0.0];0.4854715438944081
[0.5,0.0,0.0,0.5,0.0];0.7457671908587796
[0.5,0.0,0.5,0.0,0.0];0.6526576639021046
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.746096697261198
[0.2,0.2,0.2,0.2,0.2];0.740553018445377
[0.5,0.0,0.0,0.0,0.5];0.7320108715986873
[0.0,0.0,0.0,0.0,1.0];0.6602501235820284
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7147311880556237
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7816692075175073
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7689978647774185
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7459020207824876
smart L2O & RB [10];0.7485618311230615
