S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6399042209692043
[0.0,1.0,0.0,0.0,0.0];0.45634652803627507
[0.0,0.0,1.0,0.0,0.0];0.39257304381679564
[0.0,0.0,0.0,1.0,0.0];0.4612120575721824
[0.5,0.0,0.0,0.5,0.0];0.6831778235267132
[0.5,0.0,0.5,0.0,0.0];0.6258990845364749
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7303251020563041
[0.2,0.2,0.2,0.2,0.2];0.7090154522760186
[0.5,0.0,0.0,0.0,0.5];0.7212411081067369
[0.0,0.0,0.0,0.0,1.0];0.6492951609514894
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7005096308151719
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7436979317980525
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7425768506835893
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.6835369858291702
smart L2O & RB [10];0.7251264641658095
