S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.661496423548511
[0.0,1.0,0.0,0.0,0.0];0.45467000247234235
[0.0,0.0,1.0,0.0,0.0];0.3887026413499744
[0.0,0.0,0.0,1.0,0.0];0.45980204195068264
[0.5,0.0,0.0,0.5,0.0];0.641490198799946
[0.5,0.0,0.5,0.0,0.0];0.6288592114890816
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.708859722216552
[0.2,0.2,0.2,0.2,0.2];0.7007670914791102
[0.5,0.0,0.0,0.0,0.5];0.7101908820921727
[0.0,0.0,0.0,0.0,1.0];0.5912946817479006
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6626211883924902
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7250186889046413
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7202678136627357
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.6800923359599222
smart L2O & RB [10];0.6989453602873403
