S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7467596521115789
[0.0,1.0,0.0,0.0,0.0];0.640568799354093
[0.0,0.0,1.0,0.0,0.0];0.42018686067476546
[0.0,0.0,0.0,1.0,0.0];0.6230328988231729
[0.5,0.0,0.0,0.5,0.0];0.7570516954561788
[0.5,0.0,0.5,0.0,0.0];0.7406984549196893
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7410814363140726
[0.2,0.2,0.2,0.2,0.2];0.7556791803789089
[0.5,0.0,0.0,0.0,0.5];0.732841866097111
[0.0,0.0,0.0,0.0,1.0];0.7055170396081296
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7373904905890509
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7698849866797051
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7769740754881952
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7317103396812188
smart L2O & RB [10];0.7746998703505571
