S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7610519111004457
[0.0,1.0,0.0,0.0,0.0];0.5328062195966651
[0.0,0.0,1.0,0.0,0.0];0.4365565528926746
[0.0,0.0,0.0,1.0,0.0];0.5324218904161426
[0.5,0.0,0.0,0.5,0.0];0.7312097627002534
[0.5,0.0,0.5,0.0,0.0];0.7268089068450199
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7666469769644872
[0.2,0.2,0.2,0.2,0.2];0.7549344487894643
[0.5,0.0,0.0,0.0,0.5];0.7762091045395427
[0.0,0.0,0.0,0.0,1.0];0.6549770294876989
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7113730546116801
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7743414599641134
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7811058091153159
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7477255755123596
smart L2O & RB [10];0.7658914645731026
