S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7324359334885227
[0.0,1.0,0.0,0.0,0.0];0.49857978225358474
[0.0,0.0,1.0,0.0,0.0];0.4589134449522464
[0.0,0.0,0.0,1.0,0.0];0.5468150786960382
[0.5,0.0,0.0,0.5,0.0];0.7084732788610208
[0.5,0.0,0.5,0.0,0.0];0.7156652630226048
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7632120850972607
[0.2,0.2,0.2,0.2,0.2];0.7648116884190846
[0.5,0.0,0.0,0.0,0.5];0.7772786727562735
[0.0,0.0,0.0,0.0,1.0];0.7001259384445816
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7173976147823886
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7870340780024087
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7739122317080471
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7445667773376421
smart L2O & RB [10];0.7684258948116867
