S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7118525569677576
[0.0,1.0,0.0,0.0,0.0];0.5995922851393156
[0.0,0.0,1.0,0.0,0.0];0.34203205938063164
[0.0,0.0,0.0,1.0,0.0];0.6438313937680016
[0.5,0.0,0.0,0.5,0.0];0.7224230430998142
[0.5,0.0,0.5,0.0,0.0];0.6929070465421543
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7337750760350734
[0.2,0.2,0.2,0.2,0.2];0.6989280598382968
[0.5,0.0,0.0,0.0,0.5];0.6917814720243902
[0.0,0.0,0.0,0.0,1.0];0.0
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6940801577613914
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7358457674057728
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7273416480363993
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7240100355925807
smart L2O & RB [10];0.7263949817617799
