S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.533103545490116
[0.0,1.0,0.0,0.0,0.0];0.4662864179571995
[0.0,0.0,1.0,0.0,0.0];0.2507717679303699
[0.0,0.0,0.0,1.0,0.0];0.4755999152183429
[0.5,0.0,0.0,0.5,0.0];0.6374974172937393
[0.5,0.0,0.5,0.0,0.0];0.5907955345474976
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.5948442802529976
[0.2,0.2,0.2,0.2,0.2];0.593856495669847
[0.5,0.0,0.0,0.0,0.5];0.5752600069422218
[0.0,0.0,0.0,0.0,1.0];0.28603215062752896
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6329700279337105
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.6553267237092846
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.6730326132018958
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.6057678117808477
smart L2O & RB [10];0.6769301179395526
