S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6656835149156812
[0.0,1.0,0.0,0.0,0.0];0.4570466586306495
[0.0,0.0,1.0,0.0,0.0];0.4029491072882689
[0.0,0.0,0.0,1.0,0.0];0.4895479756692112
[0.5,0.0,0.0,0.5,0.0];0.6865723561329566
[0.5,0.0,0.5,0.0,0.0];0.678739428464975
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7200401357108577
[0.2,0.2,0.2,0.2,0.2];0.7166212200834077
[0.5,0.0,0.0,0.0,0.5];0.7219356695391892
[0.0,0.0,0.0,0.0,1.0];0.6121829054775711
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6776270818058185
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.758516666859469
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.727697542054208
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.6862227494777365
smart L2O & RB [10];0.7354808979057101
