S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.3978179570828044
[0.0,1.0,0.0,0.0,0.0];0.3291034261883996
[0.0,0.0,1.0,0.0,0.0];0.20615980486860935
[0.0,0.0,0.0,1.0,0.0];0.5193005655034592
[0.5,0.0,0.0,0.5,0.0];0.5052590114510209
[0.5,0.0,0.5,0.0,0.0];0.40514777953185893
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.42649060332039984
[0.2,0.2,0.2,0.2,0.2];0.5297680639951834
[0.5,0.0,0.0,0.0,0.5];0.4175336960349112
[0.0,0.0,0.0,0.0,1.0];0.3148337780143575
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6234336018057649
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.653919627710146
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.5511872582468171
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.6173501355695469
smart L2O & RB [10];0.44519843786043534
