S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7534686920023473
[0.0,1.0,0.0,0.0,0.0];0.5877655391146599
[0.0,0.0,1.0,0.0,0.0];0.4277100905963943
[0.0,0.0,0.0,1.0,0.0];0.6808611074940775
[0.5,0.0,0.0,0.5,0.0];0.7453172305853955
[0.5,0.0,0.5,0.0,0.0];0.7334797990163239
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.713146120688438
[0.2,0.2,0.2,0.2,0.2];0.7671885130475214
[0.5,0.0,0.0,0.0,0.5];0.7967506530427027
[0.0,0.0,0.0,0.0,1.0];0.6747502241511056
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7993528032672892
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.8401066980076686
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.8399540947863594
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.810111980254253
smart L2O & RB [10];0.8149699855656328
