S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6477086511132238
[0.0,1.0,0.0,0.0,0.0];0.4976655792523343
[0.0,0.0,1.0,0.0,0.0];0.4143509819599763
[0.0,0.0,0.0,1.0,0.0];0.4723315482326951
[0.5,0.0,0.0,0.5,0.0];0.642776297198018
[0.5,0.0,0.5,0.0,0.0];0.6924789567753298
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7161531031013061
[0.2,0.2,0.2,0.2,0.2];0.7095516030131186
[0.5,0.0,0.0,0.0,0.5];0.6980514884488374
[0.0,0.0,0.0,0.0,1.0];0.6411032748714979
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6727904570444643
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7439523445780157
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7355948624087997
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7076044387414273
smart L2O & RB [10];0.739108080855051
