S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7332255912839392
[0.0,1.0,0.0,0.0,0.0];0.49862090146628435
[0.0,0.0,1.0,0.0,0.0];0.4394967535941215
[0.0,0.0,0.0,1.0,0.0];0.5032212562600077
[0.5,0.0,0.0,0.5,0.0];0.7505992569045487
[0.5,0.0,0.5,0.0,0.0];0.716137640000015
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7572033412751714
[0.2,0.2,0.2,0.2,0.2];0.7505896895297629
[0.5,0.0,0.0,0.0,0.5];0.7537051987356448
[0.0,0.0,0.0,0.0,1.0];0.7081053579833434
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7373403302572666
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.782588929613145
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7775466972529612
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7349142722690893
smart L2O & RB [10];0.7750786730785502
