S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6785425421359659
[0.0,1.0,0.0,0.0,0.0];0.4787240429029962
[0.0,0.0,1.0,0.0,0.0];0.3982789235477466
[0.0,0.0,0.0,1.0,0.0];0.487897242562369
[0.5,0.0,0.0,0.5,0.0];0.7042099613349058
[0.5,0.0,0.5,0.0,0.0];0.6882510069321274
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7656721615516089
[0.2,0.2,0.2,0.2,0.2];0.7306667256415413
[0.5,0.0,0.0,0.0,0.5];0.7223897988224324
[0.0,0.0,0.0,0.0,1.0];0.6189510522996274
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7105305944363438
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7614378788750484
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7591540361589264
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7190991054719238
smart L2O & RB [10];0.7484068690696508
