S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7270721759311578
[0.0,1.0,0.0,0.0,0.0];0.5524013580303606
[0.0,0.0,1.0,0.0,0.0];0.3983381762282555
[0.0,0.0,0.0,1.0,0.0];0.5897137181781116
[0.5,0.0,0.0,0.5,0.0];0.6867278780943564
[0.5,0.0,0.5,0.0,0.0];0.6564152180290652
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.6928144953727633
[0.2,0.2,0.2,0.2,0.2];0.7289256775830182
[0.5,0.0,0.0,0.0,0.5];0.6871127433951041
[0.0,0.0,0.0,0.0,1.0];0.5640579494446507
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6723254928414839
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7419385813377475
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7317507459842605
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7110175646102017
smart L2O & RB [10];0.7172744554959891
