S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6655110153605323
[0.0,1.0,0.0,0.0,0.0];0.4499249609113155
[0.0,0.0,1.0,0.0,0.0];0.39512237044473897
[0.0,0.0,0.0,1.0,0.0];0.48036023182061727
[0.5,0.0,0.0,0.5,0.0];0.6610736987116739
[0.5,0.0,0.5,0.0,0.0];0.622770394998155
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7281596803306565
[0.2,0.2,0.2,0.2,0.2];0.7237382428375229
[0.5,0.0,0.0,0.0,0.5];0.7156953573954135
[0.0,0.0,0.0,0.0,1.0];0.6821661816855159
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6742322991724125
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.740658430882549
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7197855585912988
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.6860508683391547
smart L2O & RB [10];0.7216463056312528
