S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6556290068085143
[0.0,1.0,0.0,0.0,0.0];0.470093576336669
[0.0,0.0,1.0,0.0,0.0];0.3972307807772393
[0.0,0.0,0.0,1.0,0.0];0.48665583587295036
[0.5,0.0,0.0,0.5,0.0];0.6780924517627209
[0.5,0.0,0.5,0.0,0.0];0.6808460107665473
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7379337874097611
[0.2,0.2,0.2,0.2,0.2];0.7217734510026954
[0.5,0.0,0.0,0.0,0.5];0.7138558980975346
[0.0,0.0,0.0,0.0,1.0];0.670164598544146
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6792204748221944
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7612139006696652
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7510562389219659
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7055397069236451
smart L2O & RB [10];0.7203554542529693
