S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6452006897714115
[0.0,1.0,0.0,0.0,0.0];0.4496261039946434
[0.0,0.0,1.0,0.0,0.0];0.380981113287723
[0.0,0.0,0.0,1.0,0.0];0.4539094722817886
[0.5,0.0,0.0,0.5,0.0];0.6662160656328058
[0.5,0.0,0.5,0.0,0.0];0.6385764345635088
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.6880269603125629
[0.2,0.2,0.2,0.2,0.2];0.6877540997221135
[0.5,0.0,0.0,0.0,0.5];0.7101981201430926
[0.0,0.0,0.0,0.0,1.0];0.6237908676471992
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.6505464419736606
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7272353060142304
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7228822997942885
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.6572046375746168
smart L2O & RB [10];0.7144779988478349
