S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6847058842378744
[0.0,1.0,0.0,0.0,0.0];0.49619867805812806
[0.0,0.0,1.0,0.0,0.0];0.4016096014426176
[0.0,0.0,0.0,1.0,0.0];0.5082294974390164
[0.5,0.0,0.0,0.5,0.0];0.7442798502014779
[0.5,0.0,0.5,0.0,0.0];0.6789259667781768
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7651245290388387
[0.2,0.2,0.2,0.2,0.2];0.7355120520642424
[0.5,0.0,0.0,0.0,0.5];0.747204918159203
[0.0,0.0,0.0,0.0,1.0];0.6423113802019289
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7083680864113577
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7739876927750846
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7557355841063608
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7119230996605215
smart L2O & RB [10];0.7472070594118791
