S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.6958787141429691
[0.0,1.0,0.0,0.0,0.0];0.4982229091946968
[0.0,0.0,1.0,0.0,0.0];0.4232566067750867
[0.0,0.0,0.0,1.0,0.0];0.49402080126767506
[0.5,0.0,0.0,0.5,0.0];0.6982900108682554
[0.5,0.0,0.5,0.0,0.0];0.7037366211644565
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7613489119972844
[0.2,0.2,0.2,0.2,0.2];0.7506462756541616
[0.5,0.0,0.0,0.0,0.5];0.7682585479707371
[0.0,0.0,0.0,0.0,1.0];0.6942975464034313
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.697206371788575
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.7863426867913643
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.7719908510062443
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7265725047268082
smart L2O & RB [10];0.7244659102565876
