S=[LO,CX,DB,PX,RB];result
[1.0,0.0,0.0,0.0,0.0];0.7205570737784107
[0.0,1.0,0.0,0.0,0.0];0.5961344150830497
[0.0,0.0,1.0,0.0,0.0];0.4853819983722237
[0.0,0.0,0.0,1.0,0.0];0.6275900432020303
[0.5,0.0,0.0,0.5,0.0];0.7300361271452996
[0.5,0.0,0.5,0.0,0.0];0.6892009450101186
[0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666];0.7621680253069598
[0.2,0.2,0.2,0.2,0.2];0.7847514418091532
[0.5,0.0,0.0,0.0,0.5];0.7520760751493183
[0.0,0.0,0.0,0.0,1.0];0.670390409448612
[0.24875621890547267,0.24875621890547267,0.24875621890547267,0.24875621890547267,0.0049751243781094535];0.7548782839539604
[0.32666666666666666,0.15833333333333333,0.09,0.16,0.265];0.8160738916198162
[0.3482862903225806,0.15977822580645162,0.1658266129032258,0.15977822580645162,0.1663306451612903];0.8046024319527627
[0.4412625512179747,0.2138772569678959,0.12157233553964608,0.21612859651492639,0.007159259759556937];0.7332394938251644
smart L2O & RB [10];0.7884028472511826
